function_name,start_address,end_address,size_bytes
FUN_80067688,0x80067688,0x800676D0,72
LAB_80077570,0x80077570,0x800775C0,80
LAB_80077300,0x80077300,0x80077314,20
LAB_80077644,0x80077644,0x80077680,60
LAB_80077688,0x80077688,0x800776C4,60
LAB_80077744,0x80077744,0x80077750,12
LAB_80068008,0x80068008,0x80068030,40
LAB_80068030,0x80068030,0x8006807C,76
FUN_80068594,0x80068594,0x800685B4,32
LAB_80068718,0x80068718,0x80068868,336
LAB_80068678,0x80068678,0x80068718,160
FUN_80068868,0x80068868,0x80068904,156
FUN_80078004,0x80078004,0x80078008,4
FUN_80078450,0x80078450,0x80078474,36
FUN_80069054,0x80069054,0x80069068,20
LAB_80069158,0x80069158,0x8006916C,20
LAB_80069270,0x80069270,0x80069284,20
FUN_80069284,0x80069284,0x800692F4,112
FUN_80069428,0x80069428,0x800694AC,132
LAB_80069768,0x80069768,0x80069780,24
LAB_80069638,0x80069638,0x8006965C,36
LAB_80069620,0x80069620,0x80069638,24
LAB_80069668,0x80069668,0x80069690,40
FUN_80078068,0x80078068,0x80078074,12
LAB_80069690,0x80069690,0x80069768,216
FUN_80069780,0x80069780,0x800697E8,104
LAB_80069804,0x80069804,0x80069840,60
LAB_80069840,0x80069840,0x8006987C,60
FUN_80079744,0x80079744,0x80079750,12
LAB_80079110,0x80079110,0x80079140,48
FUN_80079300,0x80079300,0x8007930C,12
LAB_80069970,0x80069970,0x80069980,16
LAB_80069980,0x80069980,0x80069998,24
LAB_80069998,0x80069998,0x800699C4,44
FUN_80079874,0x80079874,0x800798A0,44
LAB_80079558,0x80079558,0x80079574,28
FUN_80079654,0x80079654,0x8007967C,40
LAB_80079938,0x80079938,0x80079940,8
LAB_80015820,0x80015820,0x80015874,84
FUN_80079940,0x80079940,0x8007999C,92
FUN_80010060,0x80010060,0x800100B0,80
FUN_80082504,0x80082504,0x80082514,16
FUN_80082514,0x80082514,0x80082528,20
FUN_80083048,0x80083048,0x8008316C,292
FUN_80082528,0x80082528,0x80082964,1084
FUN_80085168,0x80085168,0x8008525C,244
LAB_80070040,0x80070040,0x8007008C,76
LAB_80070034,0x80070034,0x80070040,12
LAB_80070294,0x80070294,0x80070298,4
LAB_80070298,0x80070298,0x800702D4,60
LAB_80070378,0x80070378,0x800703A8,48
LAB_80070424,0x80070424,0x80070440,28
LAB_80070440,0x80070440,0x8007049C,92
LAB_80070500,0x80070500,0x80070508,8
LAB_80070530,0x80070530,0x8007061C,236
FUN_80070884,0x80070884,0x800708AC,40
LAB_80070928,0x80070928,0x80070954,44
LAB_80070994,0x80070994,0x800709AC,24
LAB_80070954,0x80070954,0x80070968,20
LAB_80070968,0x80070968,0x80070994,44
FUN_80080658,0x80080658,0x8008069C,68
LAB_80071014,0x80071014,0x80071030,28
LAB_80071030,0x80071030,0x80071054,36
LAB_80071054,0x80071054,0x8007108C,56
LAB_80071118,0x80071118,0x8007116C,84
FUN_80084210,0x80084210,0x800842E0,208
LAB_80071214,0x80071214,0x8007124C,56
FUN_80085928,0x80085928,0x800859EC,196
LAB_80071320,0x80071320,0x800713C4,164
FUN_80071520,0x80071520,0x80071564,68
LAB_80071640,0x80071640,0x80071688,72
LAB_80081134,0x80081134,0x80081168,52
LAB_80071824,0x80071824,0x80071834,16
LAB_80071708,0x80071708,0x8007171C,20
LAB_80071734,0x80071734,0x80071788,84
LAB_80071834,0x80071834,0x800718DC,168
LAB_80071910,0x80071910,0x80071924,20
FUN_80081124,0x80081124,0x80081134,16
FUN_80071968,0x80071968,0x8007196C,4
FUN_80081220,0x80081220,0x80081390,368
FUN_80081798,0x80081798,0x80081824,140
LAB_80081390,0x80081390,0x800813A0,16
FUN_80081554,0x80081554,0x80081640,236
LAB_80081640,0x80081640,0x80081664,36
FUN_80081664,0x80081664,0x800816E4,128
FUN_80081824,0x80081824,0x80081CF4,1232
FUN_80081744,0x80081744,0x80081798,84
LAB_80072040,0x80072040,0x80072054,20
LAB_80072054,0x80072054,0x80072060,12
LAB_80072064,0x80072064,0x80072078,20
LAB_80072078,0x80072078,0x80072088,16
LAB_80072088,0x80072088,0x8007209C,20
LAB_80072108,0x80072108,0x80072118,16
LAB_80072118,0x80072118,0x8007212C,20
LAB_80072150,0x80072150,0x80072160,16
LAB_80072160,0x80072160,0x80072174,20
LAB_80072174,0x80072174,0x80072184,16
LAB_80072184,0x80072184,0x80072198,20
LAB_80072198,0x80072198,0x800721A8,16
LAB_80072204,0x80072204,0x80072214,16
LAB_80072214,0x80072214,0x80072228,20
LAB_80072228,0x80072228,0x80072238,16
LAB_80072238,0x80072238,0x8007224C,20
LAB_80072270,0x80072270,0x80072284,20
LAB_80072284,0x80072284,0x80072298,20
LAB_80072298,0x80072298,0x800722AC,20
LAB_80072310,0x80072310,0x80072324,20
LAB_80072324,0x80072324,0x80072338,20
LAB_80072338,0x80072338,0x8007234C,20
LAB_80072360,0x80072360,0x80072374,20
LAB_80072374,0x80072374,0x80072388,20
LAB_80072388,0x80072388,0x8007239C,20
LAB_80072400,0x80072400,0x80072414,20
LAB_80072414,0x80072414,0x80072428,20
LAB_80072428,0x80072428,0x8007243C,20
LAB_80072450,0x80072450,0x80072464,20
LAB_80072464,0x80072464,0x80072478,20
LAB_80072478,0x80072478,0x8007248C,20
LAB_80072554,0x80072554,0x80072578,36
LAB_80072578,0x80072578,0x800725B0,56
LAB_80072648,0x80072648,0x80072668,32
LAB_80072668,0x80072668,0x8007266C,4
FUN_80072728,0x80072728,0x8007274C,36
LAB_80072774,0x80072774,0x8007279C,40
LAB_80072804,0x80072804,0x80072824,32
LAB_80072824,0x80072824,0x80072848,36
LAB_80082090,0x80082090,0x800820AC,28
LAB_80072870,0x80072870,0x800728AC,60
LAB_80072968,0x80072968,0x80072AF4,396
FUN_80082410,0x80082410,0x80082504,244
FUN_80082964,0x80082964,0x80082988,36
LAB_80073000,0x80073000,0x8007303C,60
LAB_80073078,0x80073078,0x80073090,24
FUN_80073164,0x80073164,0x800731BC,88
FUN_80082988,0x80082988,0x80082AC4,316
LAB_80073218,0x80073218,0x80073264,76
LAB_80073204,0x80073204,0x80073218,20
LAB_80073350,0x80073350,0x8007336C,28
FUN_80073450,0x80073450,0x80073490,64
FUN_80073490,0x80073490,0x80073498,8
FUN_80083004,0x80083004,0x80083028,36
LAB_80073728,0x80073728,0x80073764,60
LAB_80073820,0x80073820,0x80073848,40
LAB_80083028,0x80083028,0x80083030,8
FUN_80073848,0x80073848,0x80073910,200
LAB_80073924,0x80073924,0x80073A0C,232
FUN_80083594,0x80083594,0x800835CC,56
FUN_80083840,0x80083840,0x8008398C,332
FUN_80083560,0x80083560,0x8008357C,28
FUN_80074004,0x80074004,0x80074040,60
FUN_80074040,0x80074040,0x80074080,64
LAB_80074080,0x80074080,0x800740CC,76
LAB_80074124,0x80074124,0x80074160,60
LAB_80083990,0x80083990,0x800839A4,20
LAB_80074190,0x80074190,0x800741A4,20
LAB_80074160,0x80074160,0x80074190,48
LAB_80074294,0x80074294,0x80074298,4
LAB_80074234,0x80074234,0x80074294,96
LAB_80074298,0x80074298,0x800745B0,792
LAB_80074724,0x80074724,0x80074798,116
LAB_80074720,0x80074720,0x80074724,4
FUN_80084168,0x80084168,0x800841B8,80
LAB_80074798,0x80074798,0x800747E0,72
LAB_80074838,0x80074838,0x80074864,44
FUN_80084130,0x80084130,0x80084168,56
LAB_80075198,0x80075198,0x800751AC,20
FUN_80084920,0x80084920,0x800849AC,140
LAB_80075270,0x80075270,0x8007529C,44
FUN_80075310,0x80075310,0x80075350,64
LAB_80075350,0x80075350,0x80075364,20
FUN_80075364,0x80075364,0x800753C0,92
LAB_80075418,0x80075418,0x80075420,8
LAB_80075938,0x80075938,0x800759F0,184
LAB_80075918,0x80075918,0x80075938,32
LAB_80075784,0x80075784,0x80075790,12
LAB_80075814,0x80075814,0x8007586C,88
LAB_80075878,0x80075878,0x80075918,160
LAB_80075874,0x80075874,0x80075878,4
FUN_80085818,0x80085818,0x800858FC,228
LAB_80076040,0x80076040,0x800760A4,100
FUN_80076240,0x80076240,0x80076278,56
LAB_80076328,0x80076328,0x80076374,76
LAB_80076374,0x80076374,0x800763A8,52
LAB_80076468,0x80076468,0x80076494,44
LAB_80076440,0x80076440,0x80076458,24
LAB_80076458,0x80076458,0x80076468,16
LAB_80076534,0x80076534,0x80076544,16
LAB_80076494,0x80076494,0x800764C8,52
LAB_80076560,0x80076560,0x800765A0,64
LAB_80076640,0x80076640,0x80076648,8
FUN_80076648,0x80076648,0x8007665C,20
FUN_80076678,0x80076678,0x800766A8,48
FUN_80083030,0x80083030,0x80083048,24
LAB_80076724,0x80076724,0x80076748,36
LAB_80076794,0x80076794,0x800767D0,60
LAB_80076748,0x80076748,0x80076778,48
LAB_80076778,0x80076778,0x80076794,28
LAB_80076838,0x80076838,0x80076860,40
LAB_80076860,0x80076860,0x80076884,36
LAB_80076994,0x80076994,0x800769D4,64
LAB_80076910,0x80076910,0x80076934,36
LAB_80076944,0x80076944,0x80076980,60
LAB_80076934,0x80076934,0x80076944,16
LAB_80076980,0x80076980,0x80076984,4
LAB_80076984,0x80076984,0x80076994,16
FUN_80086198,0x80086198,0x800861AC,20
FUN_80086734,0x80086734,0x80086768,52
FUN_80086768,0x80086768,0x800867F4,140
FUN_80086724,0x80086724,0x80086734,16
LAB_80077054,0x80077054,0x8007705C,8
LAB_80077184,0x80077184,0x8007725C,216
LAB_80077138,0x80077138,0x80077144,12
LAB_80077144,0x80077144,0x80077168,36
LAB_80077168,0x80077168,0x80077184,28
FUN_80077314,0x80077314,0x8007733C,40
LAB_80077388,0x80077388,0x800773A0,24
FUN_80077410,0x80077410,0x80077440,48
FUN_80077440,0x80077440,0x80077474,52
FUN_80077474,0x80077474,0x800774A4,48
FUN_80077548,0x80077548,0x80077570,40
LAB_80077610,0x80077610,0x80077624,20
FUN_80087294,0x80087294,0x800872C0,44
FUN_80077624,0x80077624,0x80077644,32
LAB_80077680,0x80077680,0x80077688,8
LAB_80077750,0x80077750,0x800777B8,104
LAB_80077720,0x80077720,0x80077744,36
LAB_80077918,0x80077918,0x80077928,16
LAB_80077928,0x80077928,0x8007793C,20
FUN_80077960,0x80077960,0x800779F8,152
FUN_80087664,0x80087664,0x80087690,44
FUN_80078008,0x80078008,0x80078030,40
LAB_80078030,0x80078030,0x80078060,48
FUN_80087860,0x80087860,0x80087874,20
LAB_80078060,0x80078060,0x80078068,8
FUN_80078074,0x80078074,0x80078114,160
FUN_80078114,0x80078114,0x80078134,32
FUN_80078134,0x80078134,0x80078184,80
FUN_80078184,0x80078184,0x800781DC,88
LAB_80078218,0x80078218,0x80078248,48
LAB_80078248,0x80078248,0x8007826C,36
LAB_80078348,0x80078348,0x80078378,48
LAB_80078378,0x80078378,0x8007839C,36
LAB_80078438,0x80078438,0x80078450,24
LAB_80078474,0x80078474,0x800784A4,48
FUN_80089448,0x80089448,0x80089548,256
FUN_80089548,0x80089548,0x8008967C,308
FUN_80078754,0x80078754,0x800787A8,84
LAB_80078818,0x80078818,0x80078828,16
LAB_80078828,0x80078828,0x8007883C,20
LAB_80078990,0x80078990,0x80078C28,664
LAB_80088608,0x80088608,0x80088638,48
FUN_80088638,0x80088638,0x80088730,248
FUN_80088730,0x80088730,0x80088734,4
LAB_80079018,0x80079018,0x8007908C,116
FUN_80088890,0x80088890,0x80088894,4
LAB_80079150,0x80079150,0x80079180,48
LAB_80079140,0x80079140,0x80079150,16
LAB_80079108,0x80079108,0x80079110,8
LAB_80079104,0x80079104,0x80079108,4
LAB_80079180,0x80079180,0x800791A0,32
FUN_80079228,0x80079228,0x8007928C,100
LAB_80079334,0x80079334,0x80079348,20
LAB_80079348,0x80079348,0x8007937C,52
LAB_80079440,0x80079440,0x80079488,72
LAB_80079488,0x80079488,0x800794FC,116
LAB_80079530,0x80079530,0x8007954C,28
LAB_80079578,0x80079578,0x800795B0,56
LAB_80079574,0x80079574,0x80079578,4
LAB_80079600,0x80079600,0x8007961C,28
LAB_80079750,0x80079750,0x800797E8,152
LAB_80079700,0x80079700,0x80079744,68
FUN_80087874,0x80087874,0x80087914,160
FUN_80087934,0x80087934,0x80087954,32
LAB_80080038,0x80080038,0x8008005C,36
LAB_80080078,0x80080078,0x80080084,12
LAB_80080088,0x80080088,0x8008008C,4
LAB_80080124,0x80080124,0x800801AC,136
LAB_80080404,0x80080404,0x80080428,36
FUN_80080428,0x80080428,0x80080460,56
FUN_80080460,0x80080460,0x800804C4,100
FUN_80080900,0x80080900,0x8008099C,156
FUN_80090488,0x80090488,0x80090518,144
FUN_80090430,0x80090430,0x80090440,16
FUN_80090518,0x80090518,0x800905B0,152
FUN_80090400,0x80090400,0x80090410,16
FUN_80090410,0x80090410,0x80090420,16
FUN_80090460,0x80090460,0x80090474,20
FUN_80090474,0x80090474,0x80090488,20
FUN_80090420,0x80090420,0x80090430,16
FUN_80090320,0x80090320,0x80090400,224
FUN_80090450,0x80090450,0x80090460,16
FUN_80090440,0x80090440,0x80090450,16
LAB_80015440,0x80015440,0x800154C0,128
LAB_80088734,0x80088734,0x8008875C,40
LAB_80088764,0x80088764,0x80088890,300
LAB_80088894,0x80088894,0x8008889C,8
LAB_80097328,0x80097328,0x800994B0,8584
LAB_80190190,0x80190190,0x8124F800,17561200
LAB_88010190,0x88010190,0x8821A080,2137840
LAB_80091348,0x80091348,0x800914B8,368
